1000.92,90.7,2.98,2.7,0.28,1.68,2.7,1320.91,0.79,1.5,177.8
1000.92,89.7,2.85,2.56,0.29,1.59,2.55,1323.7,0.82,1.38,194.3
1000.93,90.5,2.87,2.59,0.27,1.61,2.59,1323.34,0.68,1.13,201.5
1000.85,90.5,3.01,2.73,0.29,1.7,2.73,1320.01,0.65,1,176.2
1000.8,87.8,3.13,2.75,0.38,1.71,2.74,1317.59,0.72,1,163.7
1000.71,84.8,3.21,2.73,0.49,1.7,2.72,1315.74,0.8,1.63,178.6
1000.67,83.3,3.2,2.67,0.53,1.66,2.67,1315.96,1.08,1.88,167.5
1000.64,84.5,3.19,2.7,0.5,1.68,2.7,1316.05,1.19,1.88,176.9
1000.51,85.3,3.22,2.74,0.47,1.71,2.74,1315.41,1.28,2.13,172.1
1000.37,85.2,3.21,2.73,0.47,1.7,2.73,1315.44,1.77,2.38,177.1
1000.28,86.4,3.23,2.79,0.44,1.74,2.79,1314.79,1.49,2.25,177.8
1000.15,86.4,3.3,2.85,0.45,1.77,2.85,1313.34,1.39,2.38,188.6
1000.04,85.6,3.37,2.89,0.49,1.8,2.89,1311.75,1.34,2.25,172.1
999.88,84.7,3.47,2.94,0.53,1.83,2.94,1309.78,1.09,1.63,191.4
999.7,83.7,3.53,2.95,0.58,1.84,2.95,1308.41,1.38,2.25,178.9
999.56,83.2,3.64,3.03,0.61,1.89,3.03,1306.2,1.28,1.88,182.5
999.41,82,3.73,3.06,0.67,1.91,3.06,1304.38,1.42,2.13,189.7
999.26,81.7,3.8,3.11,0.7,1.94,3.11,1302.99,1.27,1.88,204.8
999.02,80.7,3.91,3.16,0.75,1.97,3.16,1300.9,1.31,1.88,213.9
998.83,80.5,3.96,3.19,0.77,1.99,3.19,1299.79,1.3,2,198.5
998.78,79.4,4.16,3.3,0.86,2.06,3.31,1296.61,1.15,1.75,188.5
998.69,76.6,4.42,3.39,1.04,2.11,3.39,1292.53,1.54,2.13,182.1
998.6,74.4,4.62,3.44,1.18,2.14,3.44,1289.65,1.46,2.13,184.8
998.47,72,4.79,3.45,1.34,2.15,3.46,1287.11,1.62,2.38,163.7
998.3,70.5,4.96,3.5,1.46,2.18,3.5,1284.7,1.52,2.25,180.5
998.17,67.98,5.18,3.52,1.66,2.2,3.53,1281.75,1.53,2.25,166.3
998,67.26,5.13,3.45,1.68,2.15,3.46,1282.21,1.69,2.38,155.5
997.84,66.55,5.23,3.48,1.75,2.17,3.49,1280.76,1.62,2.25,157.6
997.74,64.48,5.41,3.49,1.92,2.18,3.49,1278.5,1.59,2.38,153.9
997.65,63.9,5.5,3.51,1.99,2.19,3.52,1277.29,0.97,2.13,357.2
997.53,65.61,5.21,3.42,1.79,2.14,3.43,1280.57,0.88,1.5,60.25
1000.3,88.5,3.46,3.06,0.4,1.91,3.06,1310.33,0.39,1.38,2.63
1000.31,89.1,3.41,3.04,0.37,1.89,3.04,1311.24,0.56,1.25,55.86
1000.36,89.8,3.36,3.02,0.34,1.88,3.02,1312.35,0.59,1.13,54.55
1000.43,90.3,3.35,3.02,0.32,1.88,3.02,1312.69,0.43,0.88,94.7
1000.43,90.4,3.35,3.03,0.32,1.89,3.03,1312.53,0.27,0.75,136.2
1000.41,89.9,3.31,2.97,0.33,1.85,2.97,1313.43,0.34,1,199.6
1000.42,90,3.25,2.93,0.33,1.82,2.92,1314.56,0.79,1.5,209
1000.43,90.3,3.22,2.91,0.31,1.81,2.91,1315.07,0.38,1,231.9
1000.43,90.9,3.23,2.93,0.29,1.83,2.93,1315.01,0.47,1,227.7
1000.43,91.2,3.27,2.98,0.29,1.85,2.98,1314.25,0.42,1.13,172.5
1000.49,90.8,3.22,2.93,0.3,1.82,2.93,1315.15,0.64,1.25,120.9
1000.48,91,3.19,2.9,0.29,1.81,2.9,1315.89,1.16,2.13,158.3
1000.4,91.4,3.18,2.9,0.27,1.81,2.9,1315.99,0.93,1.38,197.1
1000.31,91.8,3.23,2.96,0.26,1.84,2.96,1314.84,1.33,1.88,189
1000.35,91.3,3.24,2.96,0.28,1.84,2.96,1314.59,1.47,2.13,155.5
1000.4,91.1,3.26,2.97,0.29,1.85,2.97,1314.27,1.32,2.5,155.9
1000.43,91.1,3.29,2.99,0.29,1.86,2.99,1313.84,0.7,1.5,173.2
1000.43,91.3,3.34,3.05,0.29,1.9,3.05,1312.72,0.62,1.88,136.8
1000.46,91.4,3.42,3.13,0.29,1.95,3.13,1311.25,0.79,1.63,132.6
1000.58,91.1,3.51,3.2,0.31,1.99,3.2,1309.68,0.72,1.5,124.2
1000.67,90.5,3.54,3.2,0.34,1.99,3.2,1309.41,1.1,1.88,166.9
1000.62,90.3,3.54,3.2,0.34,1.99,3.2,1309.25,1.07,1.88,176
1000.6,90.2,3.51,3.17,0.34,1.97,3.17,1309.73,1.06,1.75,168
1000.67,90.5,3.5,3.17,0.33,1.97,3.17,1310.02,0.85,2.25,174.6
1000.68,90.7,3.51,3.18,0.33,1.98,3.18,1309.97,0.68,1.25,183.6
1000.67,90.9,3.53,3.2,0.32,1.99,3.2,1309.61,0.98,1.75,173.9
1000.67,90.9,3.56,3.24,0.32,2.01,3.23,1308.96,0.81,1.5,188.8
1000.58,90.5,3.6,3.26,0.34,2.03,3.26,1308.14,1.34,2.5,183.5
1000.61,90,3.64,3.28,0.36,2.04,3.27,1307.46,1.5,2.25,175.6
1000.59,89.1,3.83,3.41,0.42,2.12,3.41,1304.21,1.03,2,174
1000.59,83.8,4.37,3.66,0.71,2.28,3.66,1295.7,1.09,2.13,151.3
1000.57,78.7,4.36,3.43,0.93,2.14,3.43,1295.9,1.6,2.38,156.3
1000.55,82.1,4.09,3.36,0.73,2.09,3.35,1299.98,1.47,2.63,149.2
1000.54,84,3.98,3.34,0.64,2.08,3.34,1301.7,1.72,3.13,154.4
1000.58,85,3.97,3.38,0.6,2.1,3.37,1301.83,1.48,2.13,143.9
1000.59,85,4.02,3.42,0.6,2.13,3.42,1301.07,1.6,2.63,150.5
1000.56,84.8,4.1,3.48,0.62,2.17,3.48,1299.71,1.68,2.63,158.3
1000.59,84.5,4.18,3.53,0.65,2.2,3.53,1298.53,1.44,2.75,160.7
1000.55,83.9,4.26,3.57,0.69,2.22,3.57,1297.27,1.54,2.5,165.7
1000.5,82.7,4.38,3.63,0.76,2.26,3.62,1295.33,1.73,2.75,160
1000.51,81.8,4.39,3.59,0.8,2.24,3.59,1295.26,2.18,2.88,148.6
1000.43,82.2,4.37,3.59,0.78,2.24,3.59,1295.5,2.18,2.88,147.5
1000.33,81.6,4.51,3.68,0.83,2.29,3.68,1293.24,1.78,2.63,149.5
1000.22,80,4.67,3.74,0.93,2.33,3.74,1290.89,1.91,3.25,155.1
1000.17,78.4,4.88,3.82,1.05,2.38,3.82,1288.04,1.15,2.25,159.5
1000.14,75.4,5.19,3.91,1.28,2.44,3.91,1283.99,0.95,2.63,161.6
1000.05,70.9,5.45,3.87,1.59,2.41,3.87,1280.75,2.58,5,221.7
999.94,70.1,5.35,3.75,1.6,2.33,3.75,1281.93,3.85,5.25,209.9
999.91,70.9,5.28,3.75,1.54,2.33,3.75,1282.65,3.35,4.75,213.3
999.81,71.2,5.3,3.77,1.53,2.35,3.77,1282.34,2.74,4.25,210.2
999.64,71.1,5.37,3.82,1.55,2.38,3.82,1281.25,2.89,5.63,214
999.5,70.6,5.4,3.81,1.59,2.37,3.81,1280.71,2.76,4.38,209.4
999.35,71.1,5.44,3.87,1.57,2.41,3.87,1279.96,2.53,3.75,222.8
999.28,70.4,5.48,3.86,1.62,2.4,3.86,1279.46,3.34,4.88,210.6
999.18,70.8,5.51,3.9,1.61,2.43,3.91,1278.92,2.55,4.25,220.7
999.07,70.4,5.5,3.87,1.63,2.42,3.88,1278.9,3.6,6,218.2
998.99,71.1,5.49,3.9,1.59,2.43,3.9,1278.99,2.76,4.13,223.9
998.89,70.8,5.56,3.93,1.62,2.45,3.94,1278.04,2.47,4.63,236
998.8,69.53,5.68,3.95,1.73,2.46,3.95,1276.49,2.26,4.75,250.5
998.69,68.71,5.74,3.94,1.8,2.46,3.95,1275.69,1.98,3.63,233.7
998.55,67.7,5.68,3.84,1.83,2.4,3.85,1276.25,3.66,5.88,241.6
998.47,68.24,5.57,3.8,1.77,2.37,3.81,1277.34,3.15,5.13,237
998.39,68.06,5.68,3.86,1.81,2.41,3.87,1276.04,1.9,4.75,229.6
998.33,66.95,5.72,3.83,1.89,2.39,3.84,1275.51,2.81,4.5,229.8
998.32,67.58,5.62,3.8,1.82,2.37,3.81,1276.58,3.33,6.75,243.3
998.24,67.65,5.58,3.78,1.81,2.36,3.78,1276.97,3.14,5.5,235.1
998.16,67.31,5.59,3.76,1.83,2.35,3.77,1276.75,2.26,3.5,227.1
998.13,65.7,5.7,3.75,1.96,2.34,3.75,1275.51,2.87,4.75,236
998.04,64.87,5.77,3.74,2.03,2.34,3.75,1274.63,2.05,4.5,237.7
997.96,64.48,5.79,3.74,2.06,2.33,3.74,1274.28,2.08,3.63,212.6
997.86,64.25,5.73,3.68,2.05,2.3,3.69,1274.92,2.33,3.63,218.3
997.84,64.44,5.72,3.69,2.04,2.3,3.7,1274.9,2.14,5,248.3
997.73,63.93,5.63,3.6,2.03,2.25,3.61,1275.81,2.47,3.88,256.3
997.69,64.58,5.59,3.61,1.98,2.26,3.62,1276.21,2.34,4.13,235.6
997.6,65.64,5.57,3.66,1.91,2.28,3.66,1276.35,1.72,3.25,234.7
997.59,65.66,5.59,3.67,1.92,2.29,3.68,1276.06,1.88,3.13,238.6
997.59,66.31,5.56,3.69,1.87,2.3,3.7,1276.42,1.6,2.63,241
997.54,66.4,5.48,3.64,1.84,2.27,3.65,1277.27,3.23,4.88,240.9
997.53,67.13,5.4,3.63,1.78,2.27,3.64,1278.2,3.1,4.88,245.8
997.44,68.18,5.36,3.66,1.71,2.28,3.67,1278.56,2.72,4,238.3
997.35,68.7,5.32,3.66,1.67,2.28,3.67,1278.91,2.73,3.88,232.4
997.28,69.37,5.29,3.67,1.62,2.29,3.68,1279.24,2.17,3.5,228.8
997.22,70.3,5.25,3.69,1.56,2.3,3.7,1279.66,2.27,3.25,228.1
997.19,70.6,5.21,3.68,1.53,2.3,3.69,1280,2.34,3.38,235
997.14,71,5.19,3.68,1.51,2.3,3.7,1280.24,2.44,4.63,219.1
